UserID,CourseID,Rating,Subject,Format,Difficulty
451,133,5,Science,Quiz,Hard
144,99,1,Literature,Quiz,Medium
630,74,1,Literature,Live Session,Easy
437,45,3,Literature,Quiz,Medium
528,83,3,Programming,Quiz,Hard
669,115,4,Programming,Quiz,Easy
602,23,3,Science,Live Session,Medium
147,69,3,Science,Video,Hard
491,14,3,Literature,Video,Medium
582,125,5,Programming,Quiz,Hard
956,163,3,Science,Video,Hard
95,198,3,Programming,Video,Hard
319,178,4,Science,Text,Hard
148,81,5,Literature,Video,Medium
596,181,4,Science,Video,Medium
730,132,4,Literature,Live Session,Medium
840,97,5,Literature,Live Session,Hard
994,149,5,Programming,Video,Hard
485,113,4,Math,Live Session,Hard
173,190,4,Programming,Video,Medium
22,7,3,Math,Live Session,Easy
490,161,1,History,Quiz,Easy
336,150,5,History,Live Session,Easy
621,32,2,Science,Video,Hard
33,108,4,Literature,Quiz,Easy
516,35,4,Literature,Live Session,Easy
511,156,5,Math,Live Session,Hard
564,161,1,History,Quiz,Easy
407,133,5,Science,Quiz,Hard
693,103,3,Science,Video,Hard
145,161,2,History,Quiz,Easy
44,166,3,Science,Text,Easy
87,125,4,Programming,Quiz,Hard
664,86,3,Math,Video,Hard
271,34,3,Programming,Video,Easy
689,28,4,Math,Live Session,Easy
748,51,1,History,Quiz,Medium
839,159,1,History,Live Session,Hard
345,87,5,Literature,Live Session,Easy
258,115,3,Programming,Quiz,Easy
427,175,4,Programming,Quiz,Easy
681,174,2,Math,Text,Easy
789,46,1,Literature,Text,Hard
848,166,3,Science,Text,Easy
68,114,1,Programming,Live Session,Medium
834,104,4,Programming,Live Session,Hard
252,112,5,History,Live Session,Easy
694,69,4,Science,Video,Hard
370,174,1,Math,Text,Easy
691,38,4,Math,Video,Medium
937,76,1,Science,Live Session,Hard
726,178,4,Science,Text,Hard
744,130,1,Math,Text,Easy
343,28,3,Math,Live Session,Easy
202,103,3,Science,Video,Hard
902,189,4,Programming,Text,Easy
926,44,5,History,Video,Easy
866,43,5,Programming,Quiz,Medium
450,107,5,Science,Quiz,Easy
649,5,2,Programming,Live Session,Hard
895,128,2,History,Text,Hard
983,79,1,Literature,Text,Easy
481,121,1,Math,Quiz,Hard
793,172,1,Programming,Quiz,Medium
338,156,5,Math,Live Session,Hard
874,26,3,Literature,Live Session,Easy
695,116,4,Science,Quiz,Easy
673,175,3,Programming,Quiz,Easy
220,194,5,History,Quiz,Medium
906,2,1,Programming,Quiz,Easy
489,42,4,History,Live Session,Hard
88,35,5,Literature,Live Session,Easy
863,50,3,Literature,Text,Hard
951,37,5,Literature,Quiz,Hard
907,59,2,Math,Quiz,Easy
247,153,5,Programming,Quiz,Medium
273,126,3,History,Video,Easy
597,122,1,Programming,Video,Easy
650,11,2,History,Text,Medium
410,113,3,Math,Live Session,Hard
32,70,3,Literature,Text,Medium
396,121,4,Math,Quiz,Hard
539,109,4,Math,Video,Hard
32,137,1,History,Quiz,Easy
251,27,4,Literature,Quiz,Easy
878,155,4,Science,Live Session,Hard
973,180,3,Math,Quiz,Easy
559,68,4,Programming,Quiz,Hard
118,60,5,Programming,Video,Medium
830,191,1,Math,Quiz,Easy
16,138,3,Literature,Live Session,Easy
746,141,3,Math,Video,Easy
821,31,3,Literature,Quiz,Easy
912,177,2,Science,Video,Hard
168,69,3,Science,Video,Hard
774,35,2,Literature,Live Session,Easy
913,107,1,Science,Quiz,Easy
134,193,3,Math,Live Session,Easy
873,153,2,Programming,Quiz,Medium
326,53,2,Programming,Live Session,Medium
237,13,1,Science,Live Session,Easy
648,53,3,Programming,Live Session,Medium
995,26,1,Literature,Live Session,Easy
180,50,1,Literature,Text,Hard
205,132,4,Literature,Live Session,Medium
93,105,2,Math,Quiz,Hard
46,1,2,Math,Video,Medium
11,120,4,Math,Live Session,Easy
819,85,4,Literature,Quiz,Medium
393,173,2,Literature,Text,Easy
703,149,4,Programming,Video,Hard
700,194,2,History,Quiz,Medium
434,39,1,Math,Video,Hard
297,58,3,Programming,Text,Medium
203,43,4,Programming,Quiz,Medium
578,29,5,Science,Video,Easy
920,80,1,Programming,Video,Easy
292,182,2,Literature,Live Session,Medium
872,43,4,Programming,Quiz,Medium
911,120,3,Math,Live Session,Easy
614,161,2,History,Quiz,Easy
528,160,1,Literature,Quiz,Easy
327,17,2,Math,Live Session,Easy
208,30,5,Literature,Live Session,Hard
284,99,4,Literature,Quiz,Medium
255,156,5,Math,Live Session,Hard
770,154,2,Math,Quiz,Hard
824,1,4,Math,Video,Medium
138,152,2,Programming,Live Session,Hard
245,15,5,Programming,Quiz,Easy
969,44,1,History,Video,Easy
277,172,3,Programming,Quiz,Medium
258,52,3,Science,Live Session,Medium
506,113,3,Math,Live Session,Hard
858,109,4,Math,Video,Hard
921,151,3,Math,Text,Easy
837,128,5,History,Text,Hard
505,88,1,Math,Quiz,Medium
107,3,3,Math,Quiz,Easy
955,155,5,Science,Live Session,Hard
746,56,3,Literature,Text,Hard
447,69,2,Science,Video,Hard
441,15,5,Programming,Quiz,Easy
320,3,2,Math,Quiz,Easy
990,168,1,Programming,Video,Easy
806,153,3,Programming,Quiz,Medium
413,14,2,Literature,Video,Medium
269,59,5,Math,Quiz,Easy
918,55,2,History,Quiz,Hard
427,31,4,Literature,Quiz,Easy
602,79,3,Literature,Text,Easy
422,160,2,Literature,Quiz,Easy
148,137,3,History,Quiz,Easy
836,157,4,History,Video,Hard
134,48,5,History,Quiz,Medium
714,15,4,Programming,Quiz,Easy
433,154,5,Math,Quiz,Hard
569,75,2,Programming,Quiz,Hard
997,37,5,Literature,Quiz,Hard
434,129,4,History,Live Session,Hard
871,47,3,Math,Video,Easy
320,60,3,Programming,Video,Medium
640,17,5,Math,Live Session,Easy
741,148,2,History,Video,Easy
846,94,2,Science,Video,Hard
314,26,1,Literature,Live Session,Easy
750,44,4,History,Video,Easy
181,69,2,Science,Video,Hard
110,10,2,Literature,Quiz,Hard
443,40,2,Math,Video,Easy
905,12,5,Programming,Text,Hard
565,126,3,History,Video,Easy
506,184,1,Programming,Live Session,Medium
442,109,5,Math,Video,Hard
904,143,2,Science,Live Session,Easy
239,57,2,Programming,Video,Hard
388,130,1,Math,Text,Easy
793,147,3,Programming,Video,Easy
574,191,2,Math,Quiz,Easy
786,122,2,Programming,Video,Easy
410,25,5,Science,Quiz,Medium
2,96,4,History,Text,Medium
673,173,3,Literature,Text,Easy
275,136,2,History,Video,Easy
205,23,1,Science,Live Session,Medium
749,148,4,History,Video,Easy
468,120,2,Math,Live Session,Easy
931,80,4,Programming,Video,Easy
954,145,2,Science,Text,Medium
731,63,4,Literature,Text,Hard
697,7,3,Math,Live Session,Easy
706,180,1,Math,Quiz,Easy
921,63,1,Literature,Text,Hard
536,82,3,Literature,Text,Easy
675,121,2,Math,Quiz,Hard
932,64,3,Science,Live Session,Hard
174,59,5,Math,Quiz,Easy
639,186,3,Programming,Text,Hard
529,195,1,History,Live Session,Hard
2,28,3,Math,Live Session,Easy
939,167,5,Science,Live Session,Medium
365,12,5,Programming,Text,Hard
963,35,2,Literature,Live Session,Easy
691,180,4,Math,Quiz,Easy
430,72,4,History,Text,Easy
253,60,5,Programming,Video,Medium
83,102,4,Programming,Quiz,Easy
190,185,5,History,Live Session,Easy
779,28,1,Math,Live Session,Easy
593,74,4,Literature,Live Session,Easy
963,74,2,Literature,Live Session,Easy
541,162,1,Programming,Live Session,Medium
471,67,2,Literature,Quiz,Easy
186,131,4,Science,Quiz,Medium
839,73,3,Programming,Text,Hard
293,147,4,Programming,Video,Easy
344,168,5,Programming,Video,Easy
620,43,2,Programming,Quiz,Medium
287,197,3,Literature,Text,Medium
188,61,2,Math,Quiz,Hard
839,121,1,Math,Quiz,Hard
585,34,5,Programming,Video,Easy
215,79,4,Literature,Text,Easy
578,159,1,History,Live Session,Hard
116,63,5,Literature,Text,Hard
68,55,1,History,Quiz,Hard
402,121,1,Math,Quiz,Hard
348,19,2,Math,Quiz,Hard
62,4,3,Literature,Quiz,Easy
410,37,3,Literature,Quiz,Hard
290,35,1,Literature,Live Session,Easy
561,58,4,Programming,Text,Medium
148,150,2,History,Live Session,Easy
728,196,4,Literature,Live Session,Easy
48,9,1,Math,Video,Hard
716,68,1,Programming,Quiz,Hard
410,58,4,Programming,Text,Medium
981,58,3,Programming,Text,Medium
910,171,1,Math,Live Session,Hard
169,25,3,Science,Quiz,Medium
185,8,4,History,Live Session,Medium
354,181,5,Science,Video,Medium
409,92,2,Programming,Text,Medium
435,154,2,Math,Quiz,Hard
93,118,4,Math,Text,Medium
86,25,4,Science,Quiz,Medium
165,125,5,Programming,Quiz,Hard
334,32,3,Science,Video,Hard
899,81,2,Literature,Video,Medium
719,176,4,Programming,Text,Easy
769,122,5,Programming,Video,Easy
32,33,1,History,Text,Easy
909,56,5,Literature,Text,Hard
732,130,3,Math,Text,Easy
279,101,5,Programming,Quiz,Easy
449,189,5,Programming,Text,Easy
814,66,5,Programming,Video,Easy
420,171,3,Math,Live Session,Hard
271,134,2,Math,Text,Hard
740,31,3,Literature,Quiz,Easy
278,177,1,Science,Video,Hard
483,69,4,Science,Video,Hard
981,20,3,Math,Live Session,Hard
304,115,4,Programming,Quiz,Easy
267,10,4,Literature,Quiz,Hard
996,108,5,Literature,Quiz,Easy
712,57,4,Programming,Video,Hard
396,24,2,Literature,Video,Hard
753,84,1,Literature,Quiz,Hard
711,77,4,History,Text,Medium
739,46,4,Literature,Text,Hard
55,143,5,Science,Live Session,Easy
90,175,4,Programming,Quiz,Easy
695,63,1,Literature,Text,Hard
803,4,2,Literature,Quiz,Easy
597,123,3,Literature,Live Session,Medium
799,2,4,Programming,Quiz,Easy
621,8,4,History,Live Session,Medium
460,34,4,Programming,Video,Easy
275,63,1,Literature,Text,Hard
126,163,2,Science,Video,Hard
265,188,2,Science,Text,Medium
427,88,5,Math,Quiz,Medium
344,181,1,Science,Video,Medium
433,117,4,History,Live Session,Hard
861,133,2,Science,Quiz,Hard
738,25,3,Science,Quiz,Medium
916,65,3,Math,Text,Hard
556,134,5,Math,Text,Hard
591,55,4,History,Quiz,Hard
904,79,3,Literature,Text,Easy
818,9,5,Math,Video,Hard
787,119,3,Science,Text,Easy
573,19,4,Math,Quiz,Hard
795,84,5,Literature,Quiz,Hard
196,118,2,Math,Text,Medium
719,127,3,Science,Live Session,Easy
73,144,5,History,Quiz,Easy
349,65,4,Math,Text,Hard
916,198,1,Programming,Video,Hard
568,5,5,Programming,Live Session,Hard
570,4,4,Literature,Quiz,Easy
951,176,4,Programming,Text,Easy
992,200,1,Programming,Quiz,Easy
859,149,2,Programming,Video,Hard
667,65,4,Math,Text,Hard
71,141,3,Math,Video,Easy
353,29,3,Science,Video,Easy
396,191,3,Math,Quiz,Easy
958,62,5,Literature,Text,Easy
285,121,2,Math,Quiz,Hard
487,193,3,Math,Live Session,Easy
89,89,2,Literature,Video,Hard
865,133,5,Science,Quiz,Hard
888,116,5,Science,Quiz,Easy
69,29,5,Science,Video,Easy
562,18,2,History,Quiz,Medium
477,22,3,Literature,Live Session,Hard
744,166,2,Science,Text,Easy
68,14,4,Literature,Video,Medium
567,116,5,Science,Quiz,Easy
375,177,1,Science,Video,Hard
564,14,2,Literature,Video,Medium
532,36,4,Science,Live Session,Hard
208,27,3,Literature,Quiz,Easy
942,4,1,Literature,Quiz,Easy
386,16,2,Literature,Video,Easy
844,78,1,Literature,Live Session,Hard
326,78,1,Literature,Live Session,Hard
213,119,1,Science,Text,Easy
363,80,5,Programming,Video,Easy
533,187,5,Math,Quiz,Medium
597,68,1,Programming,Quiz,Hard
622,83,2,Programming,Quiz,Hard
95,36,3,Science,Live Session,Hard
117,195,5,History,Live Session,Hard
351,147,2,Programming,Video,Easy
956,37,1,Literature,Quiz,Hard
294,103,1,Science,Video,Hard
642,14,3,Literature,Video,Medium
581,99,1,Literature,Quiz,Medium
272,198,3,Programming,Video,Hard
548,48,4,History,Quiz,Medium
110,185,2,History,Live Session,Easy
466,3,5,Math,Quiz,Easy
266,35,1,Literature,Live Session,Easy
7,94,5,Science,Video,Hard
684,148,4,History,Video,Easy
485,101,1,Programming,Quiz,Easy
870,36,5,Science,Live Session,Hard
334,125,4,Programming,Quiz,Hard
567,129,4,History,Live Session,Hard
405,174,1,Math,Text,Easy
66,83,2,Programming,Quiz,Hard
755,156,1,Math,Live Session,Hard
633,30,3,Literature,Live Session,Hard
787,3,1,Math,Quiz,Easy
385,64,3,Science,Live Session,Hard
761,192,2,Programming,Text,Hard
916,157,4,History,Video,Hard
775,77,5,History,Text,Medium
212,179,4,Science,Live Session,Medium
385,147,2,Programming,Video,Easy
231,132,2,Literature,Live Session,Medium
124,30,4,Literature,Live Session,Hard
902,91,5,Literature,Quiz,Hard
515,1,1,Math,Video,Medium
877,8,2,History,Live Session,Medium
783,103,2,Science,Video,Hard
833,59,4,Math,Quiz,Easy
722,59,3,Math,Quiz,Easy
293,56,3,Literature,Text,Hard
517,184,2,Programming,Live Session,Medium
359,24,1,Literature,Video,Hard
397,68,4,Programming,Quiz,Hard
240,128,2,History,Text,Hard
124,107,3,Science,Quiz,Easy
619,177,5,Science,Video,Hard
813,84,2,Literature,Quiz,Hard
301,9,1,Math,Video,Hard
23,17,5,Math,Live Session,Easy
125,154,4,Math,Quiz,Hard
343,126,4,History,Video,Easy
302,18,1,History,Quiz,Medium
76,172,4,Programming,Quiz,Medium
78,157,3,History,Video,Hard
796,185,3,History,Live Session,Easy
547,40,2,Math,Video,Easy
141,68,4,Programming,Quiz,Hard
475,155,2,Science,Live Session,Hard
999,176,5,Programming,Text,Easy
591,11,2,History,Text,Medium
456,162,5,Programming,Live Session,Medium
375,66,5,Programming,Video,Easy
602,44,2,History,Video,Easy
890,12,4,Programming,Text,Hard
184,43,5,Programming,Quiz,Medium
950,106,5,Science,Video,Easy
932,125,2,Programming,Quiz,Hard
282,170,2,Math,Quiz,Medium
14,180,4,Math,Quiz,Easy
899,135,3,History,Text,Easy
875,196,3,Literature,Live Session,Easy
717,27,2,Literature,Quiz,Easy
254,82,1,Literature,Text,Easy
619,75,3,Programming,Quiz,Hard
875,113,5,Math,Live Session,Hard
422,9,5,Math,Video,Hard
683,168,1,Programming,Video,Easy
338,115,1,Programming,Quiz,Easy
134,23,2,Science,Live Session,Medium
165,141,3,Math,Video,Easy
77,32,5,Science,Video,Hard
731,60,4,Programming,Video,Medium
684,11,1,History,Text,Medium
964,118,4,Math,Text,Medium
227,185,4,History,Live Session,Easy
843,41,2,Literature,Video,Medium
868,159,5,History,Live Session,Hard
121,17,5,Math,Live Session,Easy
94,44,5,History,Video,Easy
780,114,4,Programming,Live Session,Medium
448,177,4,Science,Video,Hard
733,94,2,Science,Video,Hard
470,48,4,History,Quiz,Medium
850,81,5,Literature,Video,Medium
774,80,4,Programming,Video,Easy
85,180,2,Math,Quiz,Easy
968,126,4,History,Video,Easy
415,66,2,Programming,Video,Easy
245,135,5,History,Text,Easy
778,107,3,Science,Quiz,Easy
855,89,5,Literature,Video,Hard
105,90,5,Science,Text,Medium
547,22,5,Literature,Live Session,Hard
323,140,4,Programming,Text,Easy
63,124,3,Programming,Live Session,Medium
364,6,2,Literature,Video,Hard
806,80,4,Programming,Video,Easy
644,175,1,Programming,Quiz,Easy
162,90,5,Science,Text,Medium
799,127,2,Science,Live Session,Easy
191,33,2,History,Text,Easy
979,67,2,Literature,Quiz,Easy
245,63,2,Literature,Text,Hard
17,105,5,Math,Quiz,Hard
702,30,2,Literature,Live Session,Hard
880,1,5,Math,Video,Medium
719,15,5,Programming,Quiz,Easy
605,199,5,Math,Quiz,Hard
232,161,3,History,Quiz,Easy
760,98,5,Science,Live Session,Hard
970,32,4,Science,Video,Hard
549,117,3,History,Live Session,Hard
147,30,1,Literature,Live Session,Hard
628,58,2,Programming,Text,Medium
273,97,2,Literature,Live Session,Hard
686,95,2,Math,Text,Medium
916,25,5,Science,Quiz,Medium
792,175,5,Programming,Quiz,Easy
994,64,1,Science,Live Session,Hard
93,48,5,History,Quiz,Medium
180,101,2,Programming,Quiz,Easy
175,156,3,Math,Live Session,Hard
737,144,1,History,Quiz,Easy
537,163,4,Science,Video,Hard
2,75,1,Programming,Quiz,Hard
712,48,2,History,Quiz,Medium
786,28,2,Math,Live Session,Easy
932,200,4,Programming,Quiz,Easy
454,97,2,Literature,Live Session,Hard
10,12,5,Programming,Text,Hard
15,57,1,Programming,Video,Hard
72,134,4,Math,Text,Hard
495,18,1,History,Quiz,Medium
773,78,2,Literature,Live Session,Hard
290,145,2,Science,Text,Medium
249,82,3,Literature,Text,Easy
962,187,1,Math,Quiz,Medium
621,123,5,Literature,Live Session,Medium
255,175,2,Programming,Quiz,Easy
43,144,2,History,Quiz,Easy
178,68,1,Programming,Quiz,Hard
558,123,4,Literature,Live Session,Medium
328,159,4,History,Live Session,Hard
70,48,1,History,Quiz,Medium
518,68,2,Programming,Quiz,Hard
100,70,2,Literature,Text,Medium
807,20,4,Math,Live Session,Hard
133,199,3,Math,Quiz,Hard
200,3,5,Math,Quiz,Easy
889,188,4,Science,Text,Medium
34,173,4,Literature,Text,Easy
500,150,3,History,Live Session,Easy
720,97,2,Literature,Live Session,Hard
787,138,2,Literature,Live Session,Easy
944,120,1,Math,Live Session,Easy
761,151,2,Math,Text,Easy
848,130,1,Math,Text,Easy
531,161,1,History,Quiz,Easy
595,120,3,Math,Live Session,Easy
766,8,2,History,Live Session,Medium
498,43,2,Programming,Quiz,Medium
14,118,1,Math,Text,Medium
496,180,3,Math,Quiz,Easy
105,62,1,Literature,Text,Easy
359,50,4,Literature,Text,Hard
459,166,1,Science,Text,Easy
259,63,2,Literature,Text,Hard
267,29,3,Science,Video,Easy
401,159,1,History,Live Session,Hard
184,63,2,Literature,Text,Hard
837,14,4,Literature,Video,Medium
796,135,2,History,Text,Easy
36,183,1,Math,Video,Easy
130,25,2,Science,Quiz,Medium
745,57,3,Programming,Video,Hard
635,66,5,Programming,Video,Easy
873,7,3,Math,Live Session,Easy
915,146,5,History,Text,Medium
901,109,3,Math,Video,Hard
826,19,3,Math,Quiz,Hard
334,3,5,Math,Quiz,Easy
652,169,1,Literature,Live Session,Medium
327,145,4,Science,Text,Medium
528,199,2,Math,Quiz,Hard
578,133,4,Science,Quiz,Hard
923,83,3,Programming,Quiz,Hard
399,48,5,History,Quiz,Medium
617,14,2,Literature,Video,Medium
554,177,2,Science,Video,Hard
867,194,4,History,Quiz,Medium
305,198,4,Programming,Video,Hard
357,184,5,Programming,Live Session,Medium
436,63,3,Literature,Text,Hard
457,7,5,Math,Live Session,Easy
446,4,4,Literature,Quiz,Easy
820,171,5,Math,Live Session,Hard
120,42,3,History,Live Session,Hard
518,57,1,Programming,Video,Hard
191,126,2,History,Video,Easy
818,81,1,Literature,Video,Medium
87,105,2,Math,Quiz,Hard
5,68,3,Programming,Quiz,Hard
124,188,1,Science,Text,Medium
66,175,1,Programming,Quiz,Easy
389,194,1,History,Quiz,Medium
847,174,5,Math,Text,Easy
553,110,2,History,Live Session,Easy
198,153,1,Programming,Quiz,Medium
820,182,5,Literature,Live Session,Medium
967,120,4,Math,Live Session,Easy
6,77,2,History,Text,Medium
549,69,1,Science,Video,Hard
378,81,1,Literature,Video,Medium
201,158,4,History,Video,Medium
204,102,3,Programming,Quiz,Easy
167,36,2,Science,Live Session,Hard
32,71,4,History,Quiz,Hard
756,4,5,Literature,Quiz,Easy
379,145,4,Science,Text,Medium
191,73,3,Programming,Text,Hard
514,90,3,Science,Text,Medium
199,29,5,Science,Video,Easy
37,181,5,Science,Video,Medium
840,125,5,Programming,Quiz,Hard
257,137,4,History,Quiz,Easy
601,164,2,Science,Quiz,Easy
210,170,3,Math,Quiz,Medium
475,166,2,Science,Text,Easy
221,42,1,History,Live Session,Hard
231,143,1,Science,Live Session,Easy
270,3,1,Math,Quiz,Easy
855,187,1,Math,Quiz,Medium
670,171,3,Math,Live Session,Hard
93,66,1,Programming,Video,Easy
209,4,5,Literature,Quiz,Easy
713,50,5,Literature,Text,Hard
1,80,5,Programming,Video,Easy
675,121,4,Math,Quiz,Hard
905,194,4,History,Quiz,Medium
150,127,5,Science,Live Session,Easy
445,73,5,Programming,Text,Hard
141,14,4,Literature,Video,Medium
378,14,2,Literature,Video,Medium
344,122,1,Programming,Video,Easy
232,146,1,History,Text,Medium
833,86,3,Math,Video,Hard
12,179,2,Science,Live Session,Medium
568,148,4,History,Video,Easy
712,106,5,Science,Video,Easy
131,129,4,History,Live Session,Hard
825,38,1,Math,Video,Medium
770,167,2,Science,Live Session,Medium
717,71,1,History,Quiz,Hard
631,140,2,Programming,Text,Easy
829,171,3,Math,Live Session,Hard
723,58,4,Programming,Text,Medium
711,166,4,Science,Text,Easy
661,18,2,History,Quiz,Medium
980,36,5,Science,Live Session,Hard
259,110,2,History,Live Session,Easy
129,103,2,Science,Video,Hard
191,104,4,Programming,Live Session,Hard
371,129,5,History,Live Session,Hard
734,168,2,Programming,Video,Easy
841,24,4,Literature,Video,Hard
84,128,3,History,Text,Hard
57,71,3,History,Quiz,Hard
589,141,4,Math,Video,Easy
345,149,4,Programming,Video,Hard
772,77,3,History,Text,Medium
674,171,3,Math,Live Session,Hard
581,198,2,Programming,Video,Hard
648,67,1,Literature,Quiz,Easy
877,94,2,Science,Video,Hard
752,182,5,Literature,Live Session,Medium
89,199,2,Math,Quiz,Hard
363,196,4,Literature,Live Session,Easy
691,15,2,Programming,Quiz,Easy
631,74,1,Literature,Live Session,Easy
524,121,1,Math,Quiz,Hard
527,76,1,Science,Live Session,Hard
621,36,2,Science,Live Session,Hard
154,110,2,History,Live Session,Easy
363,109,3,Math,Video,Hard
754,50,4,Literature,Text,Hard
4,69,3,Science,Video,Hard
74,191,4,Math,Quiz,Easy
37,117,3,History,Live Session,Hard
656,171,1,Math,Live Session,Hard
240,149,3,Programming,Video,Hard
732,97,4,Literature,Live Session,Hard
998,72,5,History,Text,Easy
839,79,4,Literature,Text,Easy
524,138,5,Literature,Live Session,Easy
183,32,2,Science,Video,Hard
351,190,5,Programming,Video,Medium
50,80,1,Programming,Video,Easy
469,19,3,Math,Quiz,Hard
402,53,3,Programming,Live Session,Medium
515,45,3,Literature,Quiz,Medium
715,60,2,Programming,Video,Medium
35,14,1,Literature,Video,Medium
151,193,2,Math,Live Session,Easy
373,77,3,History,Text,Medium
350,170,5,Math,Quiz,Medium
727,82,1,Literature,Text,Easy
949,85,4,Literature,Quiz,Medium
602,188,2,Science,Text,Medium
770,105,2,Math,Quiz,Hard
840,40,3,Math,Video,Easy
388,101,1,Programming,Quiz,Easy
256,159,5,History,Live Session,Hard
342,78,2,Literature,Live Session,Hard
184,148,4,History,Video,Easy
539,116,2,Science,Quiz,Easy
633,113,4,Math,Live Session,Hard
688,69,2,Science,Video,Hard
311,45,3,Literature,Quiz,Medium
813,105,2,Math,Quiz,Hard
262,163,5,Science,Video,Hard
498,110,1,History,Live Session,Easy
780,179,3,Science,Live Session,Medium
187,81,1,Literature,Video,Medium
493,77,1,History,Text,Medium
744,15,5,Programming,Quiz,Easy
349,48,3,History,Quiz,Medium
391,42,1,History,Live Session,Hard
17,157,5,History,Video,Hard
314,161,3,History,Quiz,Easy
32,96,5,History,Text,Medium
804,103,3,Science,Video,Hard
910,174,3,Math,Text,Easy
876,116,5,Science,Quiz,Easy
512,178,5,Science,Text,Hard
544,100,3,History,Video,Easy
657,27,1,Literature,Quiz,Easy
389,38,1,Math,Video,Medium
566,59,3,Math,Quiz,Easy
847,9,1,Math,Video,Hard
56,72,4,History,Text,Easy
379,170,4,Math,Quiz,Medium
385,33,1,History,Text,Easy
779,155,1,Science,Live Session,Hard
30,104,5,Programming,Live Session,Hard
140,122,2,Programming,Video,Easy
591,36,1,Science,Live Session,Hard
667,38,4,Math,Video,Medium
558,130,2,Math,Text,Easy
463,40,3,Math,Video,Easy
689,5,4,Programming,Live Session,Hard
207,27,4,Literature,Quiz,Easy
133,66,2,Programming,Video,Easy
950,76,4,Science,Live Session,Hard
554,174,3,Math,Text,Easy
947,131,3,Science,Quiz,Medium
802,128,1,History,Text,Hard
84,5,3,Programming,Live Session,Hard
903,13,3,Science,Live Session,Easy
217,155,1,Science,Live Session,Hard
780,69,1,Science,Video,Hard
761,18,2,History,Quiz,Medium
669,188,3,Science,Text,Medium
334,87,2,Literature,Live Session,Easy
674,136,3,History,Video,Easy
295,19,1,Math,Quiz,Hard
207,57,1,Programming,Video,Hard
871,7,2,Math,Live Session,Easy
104,110,2,History,Live Session,Easy
429,197,1,Literature,Text,Medium
335,149,3,Programming,Video,Hard
837,60,5,Programming,Video,Medium
538,48,1,History,Quiz,Medium
341,88,2,Math,Quiz,Medium
227,135,1,History,Text,Easy
724,104,2,Programming,Live Session,Hard
949,61,5,Math,Quiz,Hard
58,83,3,Programming,Quiz,Hard
205,190,1,Programming,Video,Medium
837,113,5,Math,Live Session,Hard
868,66,2,Programming,Video,Easy
239,149,5,Programming,Video,Hard
354,192,2,Programming,Text,Hard
258,96,1,History,Text,Medium
102,153,2,Programming,Quiz,Medium
